,host_id,state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,has_availability,number_of_reviews_ltm,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month,essentials,other_amenities,hotel_room_revenue,host_experience,total_bookings
10074,259240636,California,3,0,0,0,1,1,0,2.0,1.0,1,1,1,0.0,5.0,0,1.0,0.16,1,21,0.0,951.0,0.0
10075,259249192,Florida,2,90,50,0,1,1,0,2.0,1.0,0,1,1,3.5,4.49,0,2.0,1.37,1,22,564.179104477612,968.5,10.447761194029852
10076,259252155,California,2,100,26,0,1,1,0,6.0,2.0,2,2,1,2.0,4.63,0,1.0,0.3,0,27,3125.3731343283584,951.0,2.985074626865672
10077,259302838,California,0,100,99,0,1,1,0,3.5,1.0,1,1,1,18.0,4.645,1,2.0,2.29,1,40,107167.16417910448,951.0,53.73134328358209
10078,259432518,California,0,100,100,1,1,0,0,2.0,1.0,1,2,1,15.0,4.97,1,1.0,0.98,1,22,9067.164179104477,950.0,22.388059701492537
10079,259480163,Florida,0,100,40,0,1,1,0,6.0,2.0,3,5,1,1.0,5.0,0,1.0,1.0,1,56,505.67164179104475,967.0,1.492537313432836
10080,259480306,California,1,100,100,0,1,1,0,8.0,3.0,4,4,1,1.0,4.2,0,1.0,0.47,1,23,15223.880597014926,950.0,1.492537313432836
10081,259481658,Florida,0,100,100,1,1,1,0,6.0,2.0,2,3,1,17.0,4.88,1,1.0,1.61,1,42,26388.059701492537,967.0,25.37313432835821
10082,259589699,Florida,0,100,97,1,1,1,2,2.0,1.5,1,1,1,23.0,4.64,1,1.0,4.24,1,29,2128.3582089552237,966.0,34.32835820895522
10083,259594375,California,0,100,100,0,1,0,0,4.0,2.0,2,2,1,2.0,4.0,1,1.0,0.31,1,70,26865.671641791047,949.0,2.985074626865672
10084,259644666,Florida,0,100,92,0,1,1,0,3.7142857142857144,1.2142857142857142,1,3,1,7.0,4.652857142857143,0,8.0,0.9642857142857143,1,34,25905.522388059704,966.0,73.13432835820896
10085,259685549,California,3,0,33,0,1,1,0,4.0,1.0,1,1,1,0.0,5.0,0,1.0,0.2,1,19,0.0,948.0,0.0
10086,259786296,Florida,0,100,100,0,1,1,0,15.0,2.0,4,5,1,26.0,4.81,1,1.0,3.73,1,47,12417.910447761195,966.0,38.80597014925373
10087,259830687,Florida,0,100,97,0,1,0,2,5.0,1.0,1,1,1,20.0,5.0,0,1.0,3.61,1,44,1432.8358208955224,965.0,29.850746268656717
10088,260019756,California,0,100,99,1,1,0,2,1.5,1.0,1,1,1,28.0,4.635,1,2.0,2.495,1,24,8014.925373134329,946.0,83.5820895522388
10089,260072987,California,0,100,50,1,1,1,0,3.0,1.0,1,1,1,0.0,5.0,0,1.0,0.7,1,33,0.0,946.0,0.0
10090,260181621,Florida,0,100,100,1,1,0,0,8.0,2.0,2,3,1,15.0,5.0,1,2.0,2.94,1,47,104238.80597014925,963.0,44.776119402985074
10091,260184500,California,0,100,100,1,1,1,0,8.0,2.0,3,4,1,75.0,4.89,1,1.0,5.45,1,41,38731.343283582086,946.0,111.94029850746269
10092,260223524,California,1,80,96,0,1,1,0,4.5,1.0,2,2,1,11.5,4.744999999999999,1,3.0,2.3,1,29,32373.13432835821,946.0,34.32835820895522
10093,260306107,California,1,100,100,0,1,0,2,3.5,1.0,1,1,1,24.0,4.699999999999999,1,2.0,4.64,1,34,12926.865671641792,945.0,71.64179104477611
10094,260366818,Florida,0,100,100,1,1,0,0,3.0,1.0,1,1,1,31.0,4.885,1,2.0,3.915,1,28,13170.149253731342,962.0,92.53731343283582
10095,260453467,California,3,0,0,0,1,0,0,3.0,1.0,1,1,1,0.0,4.83,0,2.0,0.655,1,24,0.0,945.0,0.0
10096,260454908,Florida,0,100,100,1,1,1,0,6.0,1.0,2,3,1,8.0,4.25,0,1.0,3.93,1,16,16360.597014925375,962.0,11.940298507462687
10097,260469375,Florida,0,78,83,0,1,1,0,3.0,1.5,1,2,1,8.0,4.925,0,2.0,0.73,1,27,41477.611940298506,963.0,23.880597014925375
10098,260506351,California,0,100,97,1,1,0,0,6.0,2.0,3,4,1,19.0,4.9,0,1.0,1.73,1,44,17440.298507462685,943.0,28.35820895522388
10099,260640304,Florida,0,100,100,0,1,1,0,8.0,2.0,4,4,1,6.0,4.83,1,1.0,1.64,1,14,16463.28358208955,961.0,8.955223880597014
10100,260678541,Florida,0,100,100,0,1,1,0,6.0,2.0,2,3,1,4.0,5.0,1,1.0,4.0,1,38,1838.8059701492539,961.0,5.970149253731344
10101,260714090,California,0,85,94,0,1,1,2,1.0,1.0,0,1,1,8.0,4.13,1,1.0,4.44,1,9,465.6716417910448,944.0,11.940298507462687
10102,260745944,California,0,100,100,1,1,1,2,2.5833333333333335,1.5416666666666667,1,1,1,7.833333333333333,4.46,1,13.0,3.7733333333333334,1,25,9098.507462686568,942.9166666666666,140.29850746268656
10103,260818951,Florida,1,100,60,0,1,1,2,4.0,2.0,2,3,1,3.0,4.21,0,1.0,0.48,1,14,895.5223880597014,960.0,4.477611940298507
10104,260858188,California,0,100,100,1,1,1,0,6.0,1.0,2,4,1,28.0,4.9,1,1.0,1.65,1,49,18429.850746268658,943.0,41.791044776119406
10105,260917491,California,1,100,50,0,1,1,0,7.0,3.5,3,4,1,0.0,4.0,0,1.0,0.1,1,25,0.0,942.0,0.0
10106,261065271,California,0,100,98,0,1,1,0,6.0,1.0,1,3,1,47.0,4.72,1,1.0,5.3,1,21,17537.31343283582,942.0,70.14925373134328
10107,261068586,Florida,0,100,100,0,1,1,0,4.0,1.0,1,1,1,8.5,4.83,1,2.0,3.8949999999999996,1,49,6322.388059701492,959.0,25.373134328358212
10108,261095702,California,1,80,67,0,1,1,2,1.0,1.5,1,1,1,0.0,5.0,0,2.0,0.2,1,32,0.0,941.0,0.0
10109,261212621,Florida,0,100,100,1,1,1,0,2.0,1.0,1,1,1,94.5,4.9,1,2.0,5.335000000000001,1,48,40886.5671641791,958.0,282.08955223880594
10110,261220546,California,0,100,100,1,1,1,2,2.0,1.0,1,1,1,30.0,4.96,0,1.0,1.72,1,25,8731.34328358209,941.0,44.776119402985074
10111,261230552,California,0,100,100,0,1,0,0,8.0,2.0,4,4,1,13.0,4.85,0,1.0,1.34,1,32,17695.5223880597,941.0,19.402985074626866
10112,261233446,California,0,100,97,0,1,0,0,2.0,1.0,1,1,1,16.0,5.0,0,1.0,9.6,1,43,2626.8656716417913,941.0,23.880597014925375
10113,261384930,California,0,100,96,0,1,1,2,1.75,1.625,1,1,1,7.75,4.61,0,4.0,0.745,1,31,5241.79104477612,940.0,46.26865671641791
10114,261412880,California,3,22,89,0,1,1,0,2.0,1.0,1,1,1,3.0,4.4,1,1.0,0.3,1,15,18805.970149253728,940.0,4.477611940298507
10115,261433755,Florida,0,100,8,0,1,0,0,4.0,1.0,1,4,1,0.0,5.0,0,1.0,0.03,1,52,0.0,957.0,0.0
10116,261456313,California,0,100,98,1,1,1,0,4.0,1.0,1,3,1,92.0,4.89,0,1.0,6.71,1,44,29165.373134328358,940.0,137.3134328358209
10117,261457716,California,3,0,100,0,1,1,2,2.0,1.0,1,1,1,0.0,1.0,1,1.0,0.08,1,16,0.0,940.0,0.0
10118,261470409,California,1,100,99,1,1,1,0,3.0,1.0,1,2,1,59.0,4.91,1,2.0,4.27,1,56,31701.492537313432,938.0,88.05970149253731
10119,261589235,California,0,100,77,1,1,1,0,9.0,2.0,3,4,1,4.0,4.95,0,1.0,0.71,1,38,7194.029850746269,939.0,5.970149253731344
10120,261631072,Florida,1,100,100,1,1,1,0,4.0,1.0,1,1,1,10.0,4.92,1,1.0,0.84,1,28,4298.507462686567,956.0,14.925373134328359
10121,261696247,California,1,100,100,0,1,1,0,3.0,2.0,2,2,1,1.0,4.0,1,1.0,1.0,1,21,17597.014925373136,938.0,1.492537313432836
10122,261806767,Florida,1,100,29,1,1,1,0,3.0,1.5,1,2,1,1.0,4.5,0,2.0,0.14,1,27,20597.014925373136,955.0,1.492537313432836
10123,261838979,Florida,1,100,100,1,1,1,0,5.0,2.0,2,5,1,9.0,4.94,0,1.0,0.7,1,44,34791.0447761194,955.0,13.432835820895523
10124,261880684,California,0,98,97,0,1,0,0,6.0,2.0,2,4,1,33.833333333333336,4.683333333333334,1,6.0,2.785,1,39,239998.9552238806,938.0,302.98507462686564
10125,262017069,California,2,100,83,1,1,1,0,2.0,1.0,1,1,1,30.0,5.0,0,1.0,2.59,1,33,16253.731343283582,937.0,44.776119402985074
10126,262072110,Florida,3,0,48,0,1,1,0,4.0,1.0,1,2,1,8.0,4.88,1,2.0,0.76,1,17,2865.6716417910447,955.0,11.940298507462687
10127,262079587,Florida,2,100,67,0,1,0,2,2.0,1.0,1,1,1,4.0,4.75,0,1.0,0.35,1,38,597.0149253731344,955.0,5.970149253731344
10128,262139614,California,2,50,0,0,1,1,2,1.0,1.0,1,1,1,0.0,5.0,0,2.0,0.14,1,23,0.0,935.0,0.0
10129,262224405,Florida,0,100,50,0,1,1,1,4.0,1.0,0,2,1,1.0,3.75,0,1.0,0.16,1,17,149.2537313432836,953.0,1.492537313432836
10130,262266715,California,0,100,100,0,1,1,0,6.0,3.0,3,3,1,4.0,5.0,0,1.0,3.75,1,55,4191.044776119404,935.0,5.970149253731344
10131,262298948,California,0,100,100,0,1,1,0,2.0,1.0,0,1,1,10.0,4.239999999999999,1,3.0,4.71,1,46,8100.0,935.6666666666666,44.776119402985074
10132,262570325,California,0,92,100,0,1,1,0,4.0,1.0,2,2,1,5.0,5.0,1,1.0,0.48,1,31,7544.776119402985,933.0,7.462686567164179
10133,262589805,California,0,100,100,0,1,0,0,4.0,2.0,2,2,1,2.0,5.0,1,1.0,0.15,1,16,18507.462686567163,934.0,2.985074626865672
10134,262645346,Florida,0,100,100,0,1,0,0,6.0,1.0,3,4,1,27.0,4.85,0,1.0,2.39,1,37,26717.910447761195,951.0,40.298507462686565
10135,262713968,California,1,86,100,0,1,1,0,3.0,1.0,0,1,1,1.0,4.0,1,1.0,0.86,0,12,3716.4179104477616,931.0,1.492537313432836
10136,262803011,California,0,100,100,0,0,1,0,2.0,1.0,1,2,1,7.0,5.0,1,1.0,2.47,1,28,2716.4179104477616,933.0,10.447761194029852
10137,262864383,California,1,90,68,1,1,0,0,4.0,3.0,4,4,1,9.0,5.0,0,1.0,0.42,1,61,135000.0,933.0,13.432835820895523
10138,262882362,Florida,0,100,100,0,1,0,0,8.0,2.0,4,4,1,8.0,4.88,1,1.0,1.59,1,53,13755.223880597016,950.0,11.940298507462687
10139,262977661,Florida,0,100,64,0,1,1,0,4.5,1.5,1,3,1,1.0,5.0,0,14.0,0.135,1,19,834.3283582089553,949.0,2.985074626865672
10140,263005932,Florida,1,80,80,0,1,1,0,5.0,1.0,1,3,1,3.0,4.67,0,1.0,0.54,1,33,608.9552238805969,949.0,4.477611940298507
10141,263018520,Florida,0,100,83,0,1,1,3,1.0,1.5,1,2,1,1.75,4.525,0,9.0,0.2575,1,12,783.5820895522388,949.0,10.447761194029852
10142,263032583,California,0,100,100,1,1,0,0,3.0,1.0,1,1,1,69.0,4.97,1,2.0,5.69,1,37,30689.55223880597,932.0,102.98507462686567
10143,263058024,Florida,1,86,41,0,1,1,2,2.0,1.0,1,1,1,6.0,4.91,0,1.0,0.56,0,17,1791.0447761194027,949.0,8.955223880597014
10144,263064280,California,0,100,100,1,1,1,0,2.0,1.0,1,2,1,45.0,4.95,1,1.0,3.0,1,33,20149.253731343284,932.0,67.16417910447761
10145,263066931,California,1,100,86,1,1,0,0,4.0,1.5,2,3,1,39.0,4.93,0,1.0,3.25,1,30,29570.149253731342,932.0,58.208955223880594
10146,263117271,California,0,100,97,1,1,1,0,4.5,1.125,1,2,1,31.25,4.9425,0,4.0,3.7299999999999995,1,32,53280.00000000001,931.75,186.56716417910448
10147,263129335,Florida,0,100,100,0,1,0,0,4.647058823529412,1.088235294117647,1,2,1,23.970588235294116,4.295588235294118,1,34.0,1.7276470588235295,1,18,303534.32835820894,948.0,1216.4179104477612
10148,263143607,California,0,100,90,1,1,1,2,1.0,1.0,1,1,1,25.0,4.82,1,1.0,7.12,1,46,88432.83582089553,930.0,37.3134328358209
10149,263247385,California,0,100,99,1,1,1,0,2.0,1.0,0,1,1,51.0,4.97,1,1.0,4.56,1,30,31970.149253731342,931.0,76.11940298507463
10150,263297093,California,2,75,100,0,1,1,0,2.0,2.0,2,2,1,1.0,5.0,0,1.0,0.12,1,19,10835.820895522389,930.0,1.492537313432836
10151,263309135,California,0,93,99,0,1,1,0,3.4444444444444446,1.0,0,1,1,15.222222222222221,4.481111111111111,1,10.0,8.583333333333334,1,29,28655.223880597016,930.0,204.47761194029852
10152,263319009,California,0,100,40,1,1,1,0,5.0,3.0,3,3,1,0.5,5.0,0,6.0,0.23,1,30,12761.194029850747,930.5,1.492537313432836
10153,263366838,Florida,0,100,75,0,1,1,0,5.0,1.0,2,1,1,2.0,3.0,1,1.0,1.54,1,27,543.2835820895523,948.0,2.985074626865672
10154,263476924,Florida,0,98,91,0,1,1,0,3.0,1.5,0,1,1,24.0,4.425,1,2.0,2.925,1,10,19704.776119402988,947.0,71.64179104477611
10155,263502162,California,0,100,98,0,1,1,0,2.0,1.0,1,1,1,1.0,2.0,1,10.0,0.23,1,22,6582.089552238806,930.0,1.492537313432836
10156,263502162,Florida,0,100,98,0,1,1,0,4.0,1.5,2,2,1,1.0,4.0,1,13.0,0.21000000000000002,1,22,17373.13432835821,947.0,2.985074626865672
10157,263543239,Florida,2,70,0,0,1,0,2,2.0,1.0,1,1,1,0.0,4.75,0,4.0,0.34,1,21,0.0,948.0,0.0
10158,263581122,California,1,100,93,1,1,1,2,2.0,1.0,1,1,1,28.0,4.9,0,1.0,2.07,1,22,2716.4179104477616,929.0,41.791044776119406
10159,263814287,California,0,100,100,1,1,0,2,2.0,1.0,1,1,1,0.6666666666666666,4.983333333333333,1,3.0,1.03,1,26,1068.6567164179105,928.0,2.985074626865672
10160,263934826,Florida,0,100,100,0,1,1,2,5.0,2.0,2,3,1,13.0,4.62,0,1.0,1.27,1,35,26892.537313432837,945.0,19.402985074626866
10161,263994910,California,3,16,23,0,1,0,2,4.0,1.0,2,9,1,0.0,4.665,1,11.0,0.085,1,30,0.0,927.0,0.0
10162,264102104,California,2,50,71,0,1,0,2,2.0,1.0,1,1,1,16.0,4.66,0,1.0,1.53,1,25,6567.164179104478,927.0,23.880597014925375
10163,264105837,Florida,0,100,100,0,1,1,0,7.0,2.0,3,4,1,2.0,5.0,1,1.0,2.0,0,13,1492.5373134328358,945.0,2.985074626865672
10164,264154544,California,0,100,97,0,1,1,2,3.0,1.0,1,1,1,2.0,5.0,1,2.0,0.21,1,28,8955.223880597016,927.0,2.985074626865672
10165,264159955,California,0,100,98,0,1,1,0,5.833333333333333,2.0,2,2,1,13.666666666666666,4.908333333333333,1,6.0,1.8716666666666668,1,36,91432.83582089552,926.5,122.38805970149254
10166,264163479,California,1,100,57,0,1,1,0,4.0,1.0,2,2,1,0.0,3.25,0,1.0,0.13,1,34,0.0,926.0,0.0
10167,264312187,Florida,3,0,3,0,1,1,2,2.0,1.5,1,1,1,0.0,5.0,0,7.0,0.09,1,14,0.0,944.0,0.0
10168,264313378,California,2,100,21,0,1,1,0,2.0,1.0,1,2,1,5.0,4.2,0,1.0,0.42,1,15,5597.014925373134,926.0,7.462686567164179
10169,264528316,Florida,0,100,99,0,1,1,0,2.0,1.0,1,1,1,36.0,4.56,1,1.0,3.53,1,33,5158.208955223881,942.0,53.73134328358209
10170,264591086,Florida,0,100,95,0,1,1,0,3.0,1.5,1,2,1,45.333333333333336,4.706666666666667,0,3.0,2.893333333333333,1,55,85641.79104477611,942.0,202.98507462686567
10171,264597913,Florida,2,75,67,0,1,0,0,5.0,1.0,2,3,1,4.0,4.76,0,1.0,0.55,1,32,13217.910447761195,942.0,5.970149253731344
10172,264838396,California,0,100,100,1,1,1,0,3.3333333333333335,1.0,1,1,1,76.0,4.783333333333334,1,3.0,5.079999999999999,1,15,21638.805970149257,924.0,340.2985074626866
10173,264846466,California,0,100,100,0,1,0,0,4.0,1.0,2,2,1,40.0,4.22,0,1.0,4.06,1,29,24597.014925373136,923.0,59.701492537313435
10174,264851828,California,0,100,0,0,1,1,0,2.0,1.0,1,1,1,0.0,4.6,0,1.0,0.16,1,35,0.0,924.0,0.0
10175,264969931,Florida,0,99,100,1,1,1,0,3.5,1.0,0,1,1,39.25,4.8825,1,4.0,3.8775,1,49,45591.0447761194,940.0,234.32835820895522
10176,265023174,Florida,0,100,81,0,1,1,0,2.0,1.0,0,2,1,2.0,4.5,0,1.0,0.24,1,18,8507.462686567165,940.0,2.985074626865672
10177,265283566,California,0,100,83,0,1,1,0,8.0,3.0,3,4,1,6.0,4.95,0,8.0,2.0766666666666667,1,41,305283.58208955225,921.6666666666666,26.865671641791046
10178,265419824,California,0,100,83,1,1,1,2,2.0,1.0,1,1,1,80.5,4.81,0,2.0,5.905,1,14,12255.223880597016,921.0,240.29850746268656
10179,265462526,California,1,83,80,0,1,1,0,2.0,1.0,1,1,1,1.0,5.0,1,2.0,0.4,0,8,3582.0895522388064,921.0,1.492537313432836
10180,265463432,California,0,100,100,0,1,1,0,4.0,1.0,2,3,1,4.0,4.75,1,1.0,4.0,1,25,877.6119402985075,921.0,5.970149253731344
10181,265551965,Florida,0,100,100,1,1,1,0,4.285714285714286,1.1428571428571428,1,2,1,26.857142857142858,4.901428571428572,1,7.0,4.724285714285714,1,46,205708.80597014926,938.0,280.5970149253731
10182,265613652,Florida,3,0,0,0,1,0,0,4.0,2.0,2,2,1,0.0,5.0,0,1.0,0.04,1,22,0.0,937.0,0.0
10183,265666081,California,0,100,95,0,1,1,2,1.0,1.0,1,1,1,2.0,4.5,0,2.0,0.24,1,28,3238.805970149254,920.0,2.985074626865672
10184,265670395,Florida,0,100,85,1,1,0,0,2.0,1.0,1,1,1,3.5,4.915,0,2.0,0.245,1,43,4992.5373134328365,937.0,10.447761194029852
10185,265815679,California,0,100,92,1,1,0,2,2.0,1.0,1,1,1,31.0,4.94,0,1.0,3.47,1,50,5552.238805970149,919.0,46.26865671641791
10186,265860823,California,0,100,94,0,1,1,1,2.0,1.0,1,1,1,10.0,4.15,1,2.0,2.6399999999999997,1,16,6608.955223880597,918.5,29.850746268656714
10187,265897744,California,1,100,89,1,1,1,0,2.0,1.0,1,1,1,12.0,4.88,0,2.0,0.86,1,24,4029.850746268656,919.0,17.91044776119403
10188,265929273,California,0,100,100,1,1,0,0,1.0,1.0,0,1,1,4.0,4.93,1,1.0,2.31,1,22,17731.34328358209,919.0,5.970149253731344
10189,266024766,Florida,3,47,60,0,1,1,0,6.0,1.6666666666666667,2,3,1,9.333333333333334,4.1866666666666665,0,3.0,0.7833333333333333,1,29,58477.61194029851,935.0,41.791044776119406
10190,266028664,Florida,3,20,13,0,1,1,0,5.4,1.6,1,2,1,0.0,4.012,0,16.0,0.132,1,24,0.0,935.0,0.0
10191,266033648,California,0,100,94,1,1,1,0,12.0,6.0,6,6,1,12.0,4.92,1,1.0,1.84,1,47,12286.567164179103,918.0,17.91044776119403
10192,266087821,California,0,100,100,1,1,1,2,1.5,1.0,1,1,1,19.0,4.865,1,2.0,1.69,1,32,8456.716417910447,918.0,56.71641791044776
10193,266096607,California,0,100,100,1,1,1,0,2.0,1.0,0,1,1,15.0,4.96,0,1.0,1.65,1,45,6313.432835820896,918.0,22.388059701492537
10194,266101070,California,0,90,80,0,1,1,0,4.0,1.0,1,3,1,1.0,5.0,0,1.0,0.77,1,20,649.2537313432837,918.0,1.492537313432836
10195,266101825,California,2,80,52,1,1,1,3,1.0,2.5,1,20,1,1.0,5.0,0,6.0,0.67,1,23,1343.2835820895523,918.0,1.492537313432836
10196,266122732,California,0,100,99,0,1,1,0,2.0,1.0,1,1,1,14.0,4.79,1,1.0,2.27,1,26,15088.656716417912,918.0,20.895522388059703
10197,266126272,California,0,100,100,0,1,1,0,7.0,1.0,2,5,1,54.0,4.77,1,1.0,5.76,1,37,22083.582089552237,918.0,80.59701492537313
10198,266139853,Florida,2,60,40,0,1,0,0,10.0,2.0,4,4,1,0.0,5.0,0,2.0,0.08,1,38,0.0,935.0,0.0
10199,266298680,Florida,3,40,100,0,1,0,0,6.0,1.0,2,2,1,0.0,4.57,1,1.0,0.29,1,26,0.0,934.0,0.0
10200,266379705,California,0,98,97,0,1,1,0,3.5,1.0,0,1,1,5.9375,4.618125,0,19.0,3.75,1,33,159856.41791044775,916.0,141.7910447761194
10201,266387227,California,3,20,22,0,1,1,2,3.0,1.0,1,1,1,4.0,4.96,0,1.0,0.93,1,38,1014.9253731343284,917.0,5.970149253731344
10202,266405035,California,0,100,100,0,1,1,0,4.0,1.5,2,2,1,3.0,5.0,1,1.0,3.0,1,43,17865.671641791043,917.0,4.477611940298507
10203,266470657,California,0,100,92,1,1,1,0,16.0,4.166666666666667,5,8,1,7.333333333333333,4.95,1,5.0,1.71,1,46,572686.567164179,916.0,32.83582089552239
10204,266529358,California,0,100,83,1,1,1,0,3.0,1.5,1,1,1,16.5,4.96,0,2.0,1.945,1,28,10343.283582089553,915.5,49.25373134328358
10205,266559822,California,1,100,67,0,1,0,0,10.0,3.5,3,4,1,0.0,5.0,0,1.0,0.12,1,32,0.0,916.0,0.0
10206,266603557,California,0,100,98,1,1,1,0,2.0,1.0,0,1,1,28.0,4.88,0,1.0,3.4,1,21,6853.731343283583,916.0,41.791044776119406
10207,266606258,California,0,86,89,0,1,1,2,3.0,1.0,1,1,1,12.0,3.9475000000000002,1,4.0,0.965,1,23,13608.955223880597,916.0,71.64179104477611
10208,266801674,Florida,1,70,84,0,1,1,2,3.0,1.0,1,1,1,28.5,4.4350000000000005,0,2.0,2.955,1,28,19643.283582089553,933.0,85.07462686567163
10209,266992504,California,0,100,99,1,1,1,0,7.0,2.0,2,3,1,29.0,4.775,1,2.0,6.585,1,46,63187.462686567174,913.5,86.56716417910448
10210,267059117,California,0,100,98,1,1,1,0,4.625,1.125,2,2,1,5.0,4.95125,1,10.0,1.305,1,37,24379.10447761194,914.0,59.701492537313435
10211,267239526,California,1,100,55,0,1,1,2,2.0,1.0,1,1,1,2.0,5.0,0,1.0,0.38,1,26,6716.417910447762,912.0,2.985074626865672
10212,267390254,Florida,2,100,78,1,1,0,0,6.0,2.0,3,3,1,18.0,4.97,0,1.0,1.29,1,63,29337.31343283582,929.0,26.865671641791046
10213,267391725,California,0,100,100,0,1,1,0,4.0,1.0,1,1,1,2.0,5.0,1,1.0,2.0,1,49,1170.1492537313434,912.0,2.985074626865672
10214,267428996,California,0,93,98,0,1,1,2,2.0,1.0,1,1,1,44.333333333333336,3.3333333333333335,1,3.0,3.216666666666667,1,17,40682.0895522388,912.0,198.50746268656718
10215,267455405,Florida,0,100,100,0,1,0,0,6.0,1.0,2,4,1,4.0,5.0,1,1.0,2.93,0,10,2197.0149253731342,929.0,5.970149253731344
10216,267485780,California,0,100,89,1,1,1,0,5.4,1.4,1,2,1,5.2,4.862,0,7.0,0.9099999999999999,1,24,13643.283582089553,911.0,38.80597014925373
10217,267668836,California,3,25,100,0,1,1,0,5.0,2.5,2,2,1,1.0,5.0,0,1.0,0.29,1,41,24850.74626865672,910.0,1.492537313432836
10218,267673635,Florida,0,100,70,1,1,1,0,4.0,1.0,1,2,1,5.0,4.8,0,1.0,0.53,1,24,39626.86567164179,928.0,7.462686567164179
10219,267698044,California,0,100,86,1,1,1,0,4.0,2.0,2,2,1,5.0,4.75,1,1.0,2.35,1,39,35395.522388059704,910.0,7.462686567164179
10220,267741895,California,0,100,94,1,1,1,0,2.0,1.0,1,1,1,22.0,5.0,0,1.0,4.29,1,43,43737.31343283582,909.0,32.83582089552239
10221,267936152,California,0,100,97,1,1,0,0,7.5,1.5,3,4,1,26.0,4.970000000000001,0,2.0,3.44,1,43,110985.07462686568,910.0,77.61194029850746
10222,267936561,California,1,100,100,1,1,1,0,2.0,1.0,0,2,1,3.0,5.0,1,1.0,0.31,1,21,12761.194029850745,910.0,4.477611940298507
10223,267981388,California,0,100,99,0,1,1,0,4.666666666666667,2.0,2,2,1,15.333333333333334,4.233333333333333,1,3.0,1.93,1,27,45531.34328358209,908.6666666666666,68.65671641791045
10224,267999596,California,0,100,100,1,1,0,0,5.0,1.0,2,3,1,56.5,4.955,0,2.0,8.350000000000001,1,44,44908.9552238806,909.0,168.65671641791045
10225,268144769,Florida,1,98,73,0,1,1,0,4.0,1.0,1,1,1,1.0,5.0,0,8.0,1.0,1,40,892.5373134328358,926.0,1.492537313432836
10226,268148794,California,1,86,88,0,1,0,0,5.0,1.5,2,2,1,23.0,4.97,0,1.0,2.03,1,46,205970.14925373133,908.0,34.32835820895522
10227,268185052,Florida,0,100,97,1,1,1,0,10.0,3.0,4,6,1,1.0,5.0,1,2.0,1.0,1,24,3989.5522388059703,926.0,1.492537313432836
10228,268213130,Florida,0,100,100,0,1,1,0,2.0,1.0,1,1,1,3.0,5.0,1,2.0,0.93,1,49,1208.9552238805968,926.0,4.477611940298507
10229,268213857,Florida,0,80,92,1,0,1,0,3.0,2.0,2,3,1,13.0,4.93,0,1.0,1.3,1,44,549756.4179104478,926.0,19.402985074626866
10230,268390192,Florida,0,100,94,0,1,1,0,4.0,1.0,1,2,1,7.0,4.71,1,1.0,1.51,1,42,46388.059701492544,925.0,10.447761194029852
10231,268450118,California,0,100,97,1,1,1,0,8.0,2.0,4,4,1,44.0,5.0,0,1.0,2.88,1,40,65986.86567164179,908.0,65.67164179104478
10232,268474880,California,0,100,83,0,1,0,3,6.0,2.0,1,1,1,0.2,2.534,1,6.0,0.086,1,12,1017.9104477611941,907.0,1.492537313432836
10233,268551103,Florida,0,100,100,1,1,1,0,3.4,1.0,0,1,1,39.0,4.898000000000001,1,5.0,4.402,1,30,57325.37313432836,924.0,291.04477611940297
10234,268613375,California,0,100,100,0,1,1,0,4.0,1.0,1,3,1,10.0,4.75,1,1.0,1.79,1,35,3313.4328358208954,907.0,14.925373134328359
10235,268645440,Florida,1,88,93,1,1,1,0,8.0,3.0,2,4,1,10.0,4.9,1,1.0,1.1,1,38,33582.08955223881,924.0,14.925373134328359
10236,268720982,California,2,100,67,0,1,1,0,9.0,3.5,5,10,1,4.0,4.4,0,1.0,0.56,1,16,26507.462686567167,906.0,5.970149253731344
10237,268798414,California,0,100,89,0,1,1,0,6.0,2.5,3,3,1,23.0,4.75,1,1.0,2.13,1,32,28526.86567164179,906.0,34.32835820895522
10238,268885214,Florida,1,100,80,0,1,1,0,2.0,1.0,1,1,1,12.0,3.92,0,1.0,1.49,1,35,2686.567164179104,923.0,17.91044776119403
10239,269075948,California,0,100,100,1,1,1,0,11.0,2.75,4,9,1,2.25,4.75,0,6.0,1.5150000000000001,1,17,10289.55223880597,905.0,13.432835820895523
10240,269080530,California,0,100,74,1,1,0,0,4.0,2.0,2,2,1,11.0,4.88,0,1.0,0.81,1,38,14776.119402985076,904.0,16.417910447761194
10241,269095625,California,0,100,100,0,1,0,0,2.0,1.0,0,2,1,0.0,0.0,1,1.0,0.03,1,15,0.0,905.0,0.0
10242,269119486,California,0,90,96,0,1,1,0,3.75,1.0,1,1,1,1.75,4.4025,1,4.0,0.7575000000000001,1,47,35328.35820895522,904.0,10.447761194029852
10243,269277310,Florida,0,90,74,0,1,1,0,8.0,2.0,4,4,1,3.0,5.0,0,3.0,0.43,1,19,90868.6567164179,921.0,4.477611940298507
10244,269287523,Florida,0,93,97,0,1,1,0,6.0,1.0,3,4,1,11.0,4.55,0,1.0,3.44,1,45,4662.686567164179,921.0,16.417910447761194
