,host_id,host_response_time,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,room_type,accommodates,bedrooms,beds,availability_365,number_of_reviews_l30d,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,county,essentials,other_amenities,bathrooms_number,number_host_verifications,host_experience,annual_listing_revenue
6408,26354852,1,73,0,2,0,0,4,2,2,308,1,4.8,0,2,1.7,1,1,59,1.0,5,6,37800.0
6409,226679652,2,96,0,3,0,0,2,1,1,267,0,4.53,1,3,2.51,1,1,16,1.0,2,3,534600.0
6410,10330660,2,50,0,0,0,0,4,1,1,298,0,5.0,0,1,0.3,1,0,18,1.0,3,8,6750.0
6411,366593309,0,93,1,26,1,0,6,2,4,76,4,4.87,0,6,4.08,1,1,32,2.0,6,1,62271.0
6412,100851239,0,100,1,1,1,0,6,3,5,186,2,4.91,1,2,3.65,1,1,54,2.0,8,5,79380.0
6413,227205675,0,100,1,6,1,0,6,1,3,282,3,4.8,1,5,1.33,1,1,55,1.0,4,3,7666.5
6415,368757737,2,60,0,3,1,0,16,6,7,365,0,4.0,0,2,0.42,1,1,57,7.0,5,1,146556.0
6416,222478315,0,82,0,51,1,0,4,1,2,0,0,4.0,1,8,0.24,1,1,28,1.0,5,3,411.0
6418,222478315,0,82,0,51,1,0,4,1,2,17,0,4.5,1,8,0.23,1,1,26,1.0,5,3,465.0
6419,222478315,0,82,0,51,1,0,4,1,2,15,0,5.0,1,8,0.11,1,1,26,1.0,5,3,301.5
6420,222478315,0,82,0,51,1,0,4,1,2,91,0,5.0,1,8,0.08,1,1,29,1.0,5,3,288.0
6421,366593309,0,93,1,26,1,0,6,2,4,91,3,4.81,0,6,3.88,1,1,32,2.0,6,1,67620.0
6422,366593309,0,93,1,26,1,0,4,1,2,123,1,4.69,0,6,3.84,1,1,31,1.5,6,1,53721.0
6423,366593309,0,93,1,26,1,0,8,3,5,102,0,4.84,0,6,3.82,1,1,33,2.0,6,1,72522.0
6424,366593309,0,93,1,26,1,0,6,2,4,70,4,4.83,0,6,3.62,1,1,33,2.0,6,1,74934.0
6425,366593309,0,93,1,26,1,0,6,2,4,94,2,4.74,0,6,3.79,1,1,32,2.0,6,1,72450.0
6431,33042137,0,99,0,31,1,0,4,1,2,329,0,4.0,1,31,0.53,1,1,37,1.0,7,6,4545.0
6432,303906907,0,98,0,6,1,0,6,2,4,66,0,4.55,1,3,1.42,1,1,28,2.0,2,2,18283.5
6433,4431319,0,100,0,2,0,0,6,3,3,0,0,5.0,0,2,0.15,1,1,72,2.5,3,9,4275.0
6434,168470997,0,99,0,1,1,0,7,3,3,143,3,4.7,0,1,3.74,1,1,34,2.0,6,3,22440.0
6435,271058036,0,99,1,6,1,0,10,4,4,274,3,4.92,1,14,1.74,1,1,43,3.0,5,2,134149.05
6436,359922105,0,100,0,0,0,0,11,4,7,159,3,4.68,1,1,2.29,1,1,54,3.0,2,1,13885.199999999999
6437,1833853,0,96,0,157,1,0,6,2,3,171,0,4.0,1,152,0.69,1,1,37,2.0,10,9,71400.0
6438,33042137,0,99,0,31,1,0,4,1,1,351,0,4.25,1,31,0.31,1,0,26,1.0,7,6,2295.0
6439,227205675,0,100,1,6,1,0,6,1,3,271,2,4.89,1,5,2.9,1,1,34,1.0,4,3,11730.0
6440,222478315,0,82,0,51,1,0,6,2,4,24,0,5.0,1,8,0.34,1,1,29,2.0,5,3,1362.0
6441,222478315,0,82,0,51,1,0,6,2,4,86,0,4.0,1,8,0.16,1,1,26,2.0,5,3,855.0
6442,368795483,0,91,1,14,1,0,8,3,4,302,3,4.97,0,13,2.12,1,1,83,2.0,4,1,183690.0
6443,219716874,0,100,0,1,1,0,2,1,1,235,2,4.48,1,1,2.26,1,1,39,1.0,4,3,10432.8
6444,251558214,0,99,1,10,1,0,6,3,3,198,2,4.68,1,12,2.57,1,1,22,3.0,7,2,195772.5
6447,361029418,0,100,1,1,0,0,6,3,4,334,1,4.72,1,2,2.11,1,1,36,2.0,1,1,107730.0
6448,292636740,0,100,1,5,1,0,4,1,1,0,1,4.88,1,2,1.78,1,1,38,1.0,4,2,20126.7
6449,1833853,0,96,0,157,1,0,2,1,2,180,0,5.0,1,152,0.1,1,1,25,1.0,10,9,4170.0
6450,59966574,0,93,1,2,1,0,2,1,1,222,0,4.8,0,3,0.43,1,1,24,1.0,5,5,4980.0
6451,9743916,0,88,1,13,1,0,4,2,2,205,0,5.0,0,8,0.09,1,1,51,2.0,4,8,5775.0
6452,369065256,0,89,0,5,1,0,8,2,4,272,3,4.51,0,8,4.95,1,1,41,2.0,6,1,90000.0
6453,174792040,0,99,0,1008,1,2,2,1,1,343,0,4.58,1,5,4.21,1,0,27,1.0,6,3,6979.5
6454,156208082,0,100,0,18,1,0,6,2,3,6,7,4.66,1,5,5.29,1,1,51,2.0,9,4,21216.0
6455,15512795,0,84,1,2,1,0,4,2,2,202,2,4.6,0,2,1.57,1,1,37,1.0,7,7,121380.0
6457,91465364,0,100,1,5,1,0,8,4,9,250,0,5.0,0,10,0.14,1,1,24,3.0,5,5,16537.5
6458,4621889,0,74,1,2,1,0,4,2,2,149,0,4.86,0,2,1.46,1,1,31,1.0,10,8,15300.0
6459,17469794,0,94,0,53,1,0,6,3,3,302,1,4.13,1,53,0.58,1,1,47,3.0,8,7,69772.5
6460,49024501,0,92,1,1,1,0,10,3,5,132,0,4.65,0,2,2.0,1,1,99,3.0,5,6,141840.0
6461,156574201,0,97,1,2,1,0,12,4,6,337,0,4.64,0,2,3.41,1,1,53,2.0,4,4,277464.0
6462,369065256,0,89,0,5,1,0,10,3,5,318,3,4.51,0,8,3.91,1,1,32,3.0,6,1,36643.5
6463,91465364,0,100,1,5,1,0,8,4,4,202,0,4.67,0,10,0.2,1,1,16,2.0,5,5,22029.0
6464,91465364,0,100,1,5,1,0,10,4,8,285,0,5.0,0,10,1.5,1,1,26,4.0,5,5,190512.0
6466,369685397,0,100,1,0,1,2,2,1,1,184,0,4.88,1,3,1.61,1,1,22,1.0,1,1,10072.5
6467,293228467,0,100,0,0,1,0,6,2,3,281,0,4.48,1,4,1.96,1,1,26,2.0,4,2,15210.0
6468,5192522,0,43,0,103,1,0,6,2,3,276,1,4.4,0,71,0.47,1,1,31,2.0,8,8,11462.25
6469,89927997,0,100,0,0,0,2,3,1,2,315,1,4.8,1,1,0.55,1,1,56,1.0,2,5,4515.0
6470,227205675,0,100,1,6,1,0,4,1,2,282,3,5.0,1,5,1.9,1,1,34,1.0,4,3,7839.0
6471,33042137,0,99,0,31,1,0,4,1,1,351,2,4.7,1,31,1.95,1,1,32,1.0,7,6,21540.0
6472,369862375,1,86,1,0,1,0,10,6,8,255,0,4.73,0,2,1.15,1,1,62,6.5,4,1,231000.0
6474,369065256,0,89,0,5,1,0,8,3,5,327,6,4.56,0,8,5.52,1,1,32,3.0,6,1,33558.0
6475,35815114,0,100,1,3,1,0,2,1,1,126,2,5.0,1,3,2.31,1,1,42,1.0,5,6,12348.0
6476,264591086,0,95,0,1,1,0,2,1,2,102,3,4.69,0,3,4.25,1,1,54,1.0,6,2,19080.0
6477,61883927,0,92,1,1,0,0,7,2,3,257,5,4.85,0,1,4.64,1,1,45,2.0,2,5,115020.0
6478,45914148,0,92,0,79,1,0,12,6,6,270,3,4.48,0,72,3.45,1,1,25,4.0,9,6,271731.6
6479,104121059,0,100,0,8,1,0,5,1,3,78,1,4.11,1,8,3.12,1,1,31,1.0,5,5,4740.0
6480,50476783,0,100,1,7,1,0,16,8,21,171,0,5.0,1,9,0.51,1,1,58,6.0,7,6,6742.5
6481,1833853,0,96,0,157,1,0,6,2,4,162,0,4.5,1,152,0.31,1,1,35,2.0,10,9,47277.0
6482,34725562,0,99,1,0,1,0,4,1,2,205,1,4.53,0,2,1.18,1,1,48,1.0,9,6,13944.0
6483,370031784,0,94,0,3,1,0,12,6,9,359,0,4.8,0,3,0.44,1,1,46,4.0,7,1,53812.5
6485,369257999,0,96,0,7,1,0,10,7,12,91,0,4.38,1,2,1.15,1,1,39,4.0,6,1,30576.0
6487,50396470,0,100,1,2,1,0,2,1,1,108,3,4.93,0,2,1.42,1,1,40,1.0,6,6,4241.25
6488,149443169,0,96,1,7,1,0,2,1,1,15,2,4.63,0,7,2.63,1,0,27,1.0,7,4,8613.0
6489,26975461,0,99,0,5,1,2,2,1,1,49,0,4.33,1,5,0.41,1,1,41,1.0,7,6,1552.5
6491,316835586,0,100,0,21,1,0,4,1,2,21,0,4.66,1,15,1.95,1,1,27,1.0,5,2,23049.0
6492,370158428,0,97,1,0,1,0,8,4,4,157,1,4.77,0,1,3.83,1,1,48,2.0,6,1,61686.0
6494,104693659,0,100,0,49,1,0,6,3,3,356,1,4.53,1,44,1.41,1,1,30,3.0,4,5,46276.8
6495,101498023,0,94,1,21,1,0,6,3,3,231,0,5.0,0,22,1.17,1,1,23,2.0,7,5,56246.4
6496,101498023,0,94,1,21,1,0,6,3,3,244,0,4.8,0,22,0.35,1,1,26,2.0,7,5,11025.0
6497,264591086,0,95,0,1,1,0,2,1,1,89,4,4.68,0,3,2.35,1,1,55,1.5,6,2,9240.0
6498,5260661,0,100,0,4,1,0,6,2,3,82,3,4.56,1,12,4.84,1,1,37,1.0,8,8,7020.0
6499,5260661,0,100,0,4,1,0,6,2,3,75,2,4.7,1,12,4.77,1,1,37,1.0,8,8,7045.5
6500,5260661,0,100,0,4,1,0,4,1,2,46,1,4.56,1,12,3.56,1,1,34,1.0,8,8,3612.0
6501,57863249,0,96,1,0,1,2,2,1,1,19,4,4.98,0,1,3.84,1,1,66,1.0,7,5,20010.0
6502,370452109,0,95,0,4,1,0,6,3,3,82,0,3.58,0,6,1.15,1,1,35,2.5,4,1,4104.0
6503,314469518,0,31,0,32,0,0,6,2,3,170,0,4.0,0,6,0.09,1,1,17,2.0,3,2,2812.8
6504,250946619,0,96,1,2,1,0,8,3,3,27,0,4.83,0,3,3.27,1,1,51,2.0,5,2,60528.00000000001
6505,5192522,0,43,0,103,1,0,4,1,2,267,1,3.0,0,71,1.0,1,1,16,1.0,8,8,1628.5500000000002
6506,29229680,0,87,0,6,1,0,6,2,2,267,0,5.0,0,6,0.24,1,1,62,2.0,9,6,6300.0
6507,128242397,0,90,0,5,1,0,12,4,7,193,0,4.67,0,4,0.42,1,0,9,6.0,4,4,7348.499999999999
6508,299584892,0,91,1,6,1,2,1,1,1,23,0,3.67,0,6,0.59,1,0,28,1.0,5,2,526.5
6509,370719424,0,94,0,1,1,0,16,1,1,359,2,4.62,1,1,2.36,1,1,34,1.0,7,1,22806.0
6510,5192522,0,43,0,103,1,0,6,2,3,173,0,3.67,0,71,0.61,1,1,24,2.0,8,8,8370.0
6511,370745035,0,98,0,2,1,2,1,1,1,269,3,4.64,0,2,0.98,1,1,17,1.0,6,1,1674.0
6512,29537330,0,90,1,27,1,0,16,8,14,301,2,4.69,1,24,1.38,1,1,57,6.0,7,6,91665.6
6514,314469518,0,31,0,32,0,0,6,2,3,165,0,3.67,0,6,0.68,1,1,16,2.0,3,2,18339.6
6516,169849705,0,93,0,18,1,0,2,1,2,310,1,5.0,0,18,0.96,1,1,17,1.0,7,3,5760.0
6517,169849705,0,93,0,18,1,0,2,1,2,313,0,4.0,0,18,0.43,1,1,17,1.0,7,3,3300.0
6518,225597185,2,57,1,1,1,0,6,2,3,217,0,4.57,0,15,2.05,1,1,17,2.0,4,3,12075.0
6519,45914148,0,92,0,79,1,0,10,4,5,265,3,4.7,0,72,3.69,1,1,26,3.0,9,6,150983.99999999997
6520,169849705,0,93,0,18,1,0,2,1,1,329,0,5.0,0,18,0.46,1,1,16,1.0,7,3,4162.5
6521,104693659,0,100,0,49,1,0,6,2,3,361,0,4.27,1,44,1.17,1,1,26,2.0,4,5,16846.2
6522,225597185,2,57,1,1,1,0,6,2,3,204,2,4.89,0,15,1.84,1,1,17,2.0,4,3,12159.0
6523,234201933,0,100,1,0,0,0,8,4,6,249,1,4.92,1,1,1.84,1,1,52,2.0,2,2,53460.0
6524,287861733,0,100,1,4,0,0,4,1,2,52,0,4.95,1,6,1.49,1,1,27,1.0,2,2,9792.0
6525,177705163,0,97,0,37,1,2,4,1,3,95,0,3.73,0,35,2.06,1,1,25,1.0,6,3,4563.0
6526,177705163,0,97,0,37,1,2,2,1,1,127,0,3.93,0,35,2.09,1,1,26,2.0,6,3,2556.0
6527,143208361,0,99,0,52,1,0,2,1,2,124,1,4.58,1,6,1.38,1,1,24,1.0,6,4,17725.5
6528,371088088,0,96,1,1,0,0,4,1,1,345,1,4.83,1,1,2.54,1,1,37,1.0,2,1,12672.0
6529,171291230,0,99,1,2,1,0,2,1,1,338,4,4.94,0,1,3.5,1,1,46,1.0,6,3,13230.0
6530,5192522,0,43,0,103,1,0,4,1,1,169,0,4.33,0,71,0.23,1,1,16,1.0,8,8,1575.0
6531,5192522,0,43,0,103,1,0,6,2,3,58,0,4.14,0,71,0.66,1,1,15,2.0,8,8,19530.0
6532,49193805,1,48,0,11,1,0,2,1,1,318,0,4.0,0,44,0.28,1,1,33,1.0,3,6,2205.0
6533,33869863,1,96,1,5,0,0,12,5,7,148,0,4.75,1,5,0.29,1,1,50,4.0,4,6,25551.0
6534,130937953,0,99,0,39,1,0,4,1,6,313,1,4.0,1,32,0.36,1,0,15,1.0,8,4,5372.400000000001
6536,199737321,3,60,0,2,0,0,4,2,4,325,0,3.33,0,1,0.25,1,0,7,1.0,2,3,900.0
6537,274081026,0,29,0,1,1,0,2,1,1,0,0,5.0,0,1,0.3,1,1,38,1.0,2,2,1500.0
6538,304915175,0,88,0,2,1,0,6,2,3,355,0,4.0,0,3,1.17,1,1,25,2.0,4,2,23940.0
6539,36117788,0,90,0,1,1,0,2,1,1,26,0,4.83,1,1,0.85,1,1,53,2.0,9,6,3870.0
6540,5192522,0,43,0,103,1,0,6,2,3,359,0,4.33,0,71,0.52,1,1,24,2.0,8,8,6779.700000000001
6541,9711382,0,99,1,5,1,0,4,1,2,155,4,4.9,1,5,4.13,1,1,43,1.0,10,8,9126.0
6542,36895768,0,97,1,2,1,0,6,2,2,267,3,4.9,0,2,3.25,1,1,50,2.0,7,6,57681.0
6544,370031784,0,94,0,3,1,0,6,3,4,359,0,5.0,0,3,0.1,1,1,22,2.0,7,1,3937.5
6547,5192522,0,43,0,103,1,0,6,2,4,177,0,4.38,0,71,0.71,1,1,26,2.0,8,8,33480.0
6548,323290734,0,99,1,3,1,0,2,1,2,172,6,4.9,1,3,2.85,1,1,43,1.0,6,1,5346.0
6549,41511456,0,100,0,1,1,0,3,1,3,269,3,4.78,1,7,2.47,1,1,36,1.0,8,6,4365.0
6550,33864356,0,99,1,1,0,2,2,1,1,141,2,4.71,1,2,3.08,1,1,13,1.0,3,6,6510.0
6551,371514619,0,89,0,0,1,0,2,1,1,192,0,5.0,0,1,0.52,1,1,50,1.0,6,1,14070.0
6552,5192522,0,43,0,103,1,0,4,1,1,173,0,5.0,0,71,0.11,1,1,26,1.0,8,8,3055.05
6553,370031784,0,94,0,3,1,0,6,3,5,360,0,5.0,0,3,0.1,1,1,24,2.0,7,1,4350.0
6554,104121059,0,100,0,8,1,0,4,1,2,98,4,4.5,1,8,3.95,1,1,31,1.0,5,5,7267.5
6555,176984504,0,89,0,16,1,2,2,1,1,267,0,4.33,0,19,0.22,1,1,14,2.0,7,3,180.0
6556,181631896,0,98,0,6,1,0,4,1,1,351,0,4.63,0,6,1.43,1,1,19,1.0,6,3,5670.0
6557,263018520,0,83,0,9,1,3,1,1,2,356,0,4.0,0,9,0.17,1,1,11,2.0,6,2,105.0
6558,301529188,0,97,1,11,1,0,6,2,3,246,2,4.92,0,11,4.9,1,1,32,2.0,4,2,25056.0
6559,368295007,0,56,0,2,0,2,1,1,1,88,0,4.25,1,2,0.57,1,1,14,1.0,1,1,780.0
6560,347922227,1,84,0,0,0,0,8,3,4,121,0,4.67,1,2,0.4,1,1,21,2.0,4,1,7244.999999999999
6561,57761801,0,99,0,39,1,0,2,1,1,118,2,4.22,1,39,0.63,1,1,10,1.0,5,5,1533.0
6562,33042137,0,99,0,31,1,0,5,1,3,355,1,4.33,1,31,0.52,1,1,32,1.0,7,6,3789.0
6563,33042137,0,99,0,31,1,0,5,1,3,359,1,4.0,1,31,0.96,1,1,32,1.0,7,6,7248.0
6564,361398579,0,99,0,29,1,0,2,1,1,356,0,4.78,1,31,0.7,1,1,31,1.0,6,1,5208.0
6565,361398579,0,99,0,29,1,0,2,1,1,357,0,4.67,1,31,1.15,1,1,30,1.0,6,1,8856.0
6566,33042137,0,99,0,31,1,0,2,1,1,350,1,4.43,1,31,0.63,1,1,29,1.0,7,6,4662.0
6567,33042137,0,99,0,31,1,0,2,1,1,349,1,5.0,1,31,1.0,1,1,29,1.0,7,6,639.0
6568,33042137,0,99,0,31,1,0,2,1,1,357,0,4.7,1,31,0.83,1,1,29,1.0,7,6,6750.0
6569,33042137,0,99,0,31,1,0,2,1,1,357,0,3.5,1,31,0.53,1,1,30,1.0,7,6,3816.0
6570,33042137,0,99,0,31,1,0,4,1,2,349,1,4.7,1,31,1.77,1,0,27,1.0,7,6,16758.0
6571,33042137,0,99,0,31,1,0,4,1,2,342,2,4.2,1,31,0.84,1,0,25,1.0,7,6,7590.0
6572,33042137,0,99,0,31,1,0,5,1,3,345,1,5.0,1,31,0.91,1,1,34,1.0,7,6,2694.0
6573,33042137,0,99,0,31,1,0,5,1,3,355,0,5.0,1,31,0.22,1,1,36,1.0,7,6,1287.0
6574,33042137,0,99,0,31,1,0,4,1,2,307,0,5.0,1,31,0.1,1,1,38,1.0,7,6,768.0
6575,98861629,0,89,0,0,1,0,8,3,5,119,2,4.86,0,1,3.02,1,1,59,2.0,9,5,77469.0
6576,301862733,0,99,1,0,0,0,12,5,8,296,1,4.96,1,2,2.07,1,1,35,5.0,2,2,245227.50000000003
6577,91689207,0,98,1,18,1,0,2,1,1,32,0,4.91,1,16,1.6,1,1,15,1.0,6,5,7524.0
6579,245776987,0,99,0,3,1,0,2,1,1,96,1,4.81,0,1,3.85,1,1,19,1.0,4,2,32292.0
6580,167212633,0,99,1,3,0,0,4,1,2,358,3,4.88,1,7,1.88,1,1,43,1.0,3,3,25706.999999999996
6581,87830324,0,87,0,3,1,2,2,1,1,363,2,4.25,1,1,0.57,1,1,27,1.0,4,5,750.0
6582,160762359,0,100,1,9,1,0,6,1,3,235,6,4.83,1,6,5.82,1,1,44,1.5,7,4,18360.0
6583,327403690,2,67,0,2,1,2,1,1,1,331,0,5.0,0,2,0.2,1,0,24,1.0,4,1,2025.0
6584,316835586,0,100,0,21,1,0,3,1,2,13,1,4.69,1,15,2.54,1,1,27,1.0,5,2,23562.0
6585,5192522,0,43,0,103,1,0,4,1,2,172,0,5.0,0,71,0.13,1,1,16,1.0,8,8,3255.0
6586,225597185,2,57,1,1,1,0,6,2,4,217,0,4.53,0,15,2.22,1,1,17,2.0,4,3,17724.0
6587,5192522,0,43,0,103,1,0,4,1,1,211,1,4.5,0,71,0.77,1,1,19,1.0,8,8,11772.0
6588,20234196,0,100,0,124,1,0,6,2,4,276,1,4.63,1,122,1.6,1,1,37,2.0,7,7,57504.0
6589,236654939,0,97,0,5,1,0,8,4,4,275,0,4.8,0,5,0.72,1,1,40,3.0,6,2,54958.5
6590,20234196,0,100,0,124,1,0,2,1,1,322,0,4.43,1,122,1.65,1,1,27,1.0,7,7,24192.0
6591,20234196,0,100,0,124,1,0,2,1,1,355,0,4.56,1,122,0.63,1,1,32,1.0,7,7,9169.65
6592,20234196,0,100,0,124,1,0,2,1,1,322,0,4.47,1,122,1.24,1,1,32,1.0,7,7,16272.9
6593,20234196,0,100,0,124,1,0,2,1,1,337,0,4.62,1,122,2.36,1,1,31,1.0,7,7,46125.0
6594,20234196,0,100,0,124,1,0,2,1,1,352,0,4.79,1,122,1.34,1,1,28,1.0,7,7,19581.6
6595,236654939,0,97,0,5,1,0,6,3,3,313,0,4.83,1,5,0.42,1,1,36,2.0,6,2,15422.400000000001
6596,369731951,0,99,0,28,1,0,4,1,2,73,5,4.58,1,1,3.26,1,1,55,1.0,6,1,66924.0
6597,236654939,0,97,0,5,1,0,2,1,1,350,0,4.82,1,5,2.54,1,1,38,1.0,6,2,55018.8
6598,236654939,0,97,0,5,1,0,2,1,1,326,5,4.72,1,5,2.72,1,1,34,1.0,6,2,60343.200000000004
6599,236654939,0,97,0,5,1,0,4,2,2,296,2,4.79,0,5,2.02,1,1,35,1.0,6,2,60996.0
6600,128242397,0,90,0,5,1,0,16,5,9,184,2,4.64,0,4,1.48,1,0,10,8.5,4,4,33432.3
6601,9003424,0,95,1,1,1,0,3,2,2,34,3,4.7,0,1,2.86,1,1,57,1.0,8,8,21145.5
6602,66224640,0,99,1,47,1,0,2,1,1,328,1,4.46,1,36,1.05,1,1,30,1.0,9,5,27594.0
6603,50928787,0,98,1,0,1,2,2,1,1,77,3,4.88,0,1,2.91,1,1,23,1.5,8,6,6816.0
6604,20234196,0,100,0,124,1,0,2,1,1,311,0,4.48,1,122,1.67,1,1,30,1.0,7,7,39223.8
6605,98587412,0,100,1,12,1,0,3,1,2,39,1,4.81,0,10,2.69,1,1,33,1.0,4,5,3465.0
6606,9711382,0,99,1,5,1,0,4,1,2,150,1,4.95,1,5,5.42,1,1,39,1.0,10,8,12285.0
6607,3416353,1,41,0,18,1,0,6,2,2,349,1,4.75,0,4,0.63,1,1,12,2.0,8,9,14382.0
6608,372327427,2,88,0,0,1,0,8,3,4,348,0,4.8,0,1,0.59,1,1,56,2.5,6,1,22770.0
6609,3416353,1,41,0,18,1,0,6,2,2,360,0,5.0,0,4,0.17,1,1,12,2.0,8,9,2385.45
6611,369862375,1,86,1,0,1,0,10,6,8,111,0,5.0,0,2,0.34,1,1,62,6.5,4,1,51300.0
6612,341732184,0,96,1,12,0,0,6,2,4,80,1,4.69,0,11,1.34,1,1,47,1.5,3,1,15456.0
6614,244645921,2,63,0,0,1,0,7,4,5,72,0,4.8,0,1,0.77,1,1,30,3.0,5,2,34272.0
6615,50389955,0,77,1,2,0,0,6,2,2,88,2,4.93,0,4,1.98,1,1,36,3.0,2,6,97872.3
6616,92496169,1,99,1,1,1,0,2,1,3,275,0,5.0,0,2,0.41,1,1,47,1.0,8,5,61992.0
6617,20234196,0,100,0,124,1,0,6,2,3,297,0,4.44,1,122,0.64,1,1,36,1.0,7,7,19630.8
6618,20234196,0,100,0,124,1,0,6,1,3,357,0,5.0,1,122,0.14,1,1,38,1.0,7,7,2220.1499999999996
6619,20234196,0,100,0,124,1,0,6,1,3,314,0,3.0,1,122,0.17,1,1,37,1.0,7,7,4821.599999999999
6620,20234196,0,100,0,124,1,0,6,2,4,332,4,4.33,1,122,1.02,1,1,38,1.0,7,7,24021.899999999998
6621,20234196,0,100,0,124,1,0,6,1,3,334,0,5.0,1,122,0.09,1,1,39,1.0,7,7,2908.95
6622,8691458,1,63,0,29,1,0,8,3,3,99,0,4.8,0,1,1.85,1,1,24,3.0,4,8,83130.30000000002
6623,20234196,0,100,0,124,1,0,6,2,3,350,1,4.31,1,122,1.3,1,1,36,1.0,7,7,32564.25
6624,20234196,0,100,0,124,1,0,6,1,3,295,1,5.0,1,122,1.0,1,1,39,1.0,7,7,3013.4999999999995
6625,20234196,0,100,0,124,1,0,6,1,3,357,0,4.56,1,122,0.87,1,1,36,1.0,7,7,21752.55
6626,20234196,0,100,0,124,1,0,6,2,5,281,1,4.56,1,122,1.63,1,1,38,1.0,7,7,48215.99999999999
6627,20234196,0,100,0,124,1,0,4,1,2,318,0,4.0,1,122,0.6,1,1,39,1.0,7,7,12878.099999999999
6628,20234196,0,100,0,124,1,0,6,1,3,314,0,4.14,1,122,0.5,1,1,38,1.0,7,7,15067.499999999998
6629,20234196,0,100,0,124,1,0,6,2,5,310,0,4.4,1,122,0.72,1,1,38,1.0,7,7,21094.499999999996
6631,20234196,0,100,0,124,1,0,6,1,3,350,0,4.75,1,122,0.7,1,1,37,1.0,7,7,8265.599999999999
6633,57392167,0,78,0,0,1,0,5,2,3,294,2,4.88,0,1,1.73,1,1,40,1.5,3,5,8514.0
6634,57761801,0,99,0,39,1,0,4,1,1,114,2,4.89,1,39,0.63,1,1,11,1.0,5,5,1536.0
6635,361398579,0,99,0,29,1,0,5,1,3,343,1,4.5,1,31,1.18,1,0,39,1.0,6,1,15876.0
6636,50389955,0,77,1,2,0,0,6,2,2,95,5,4.85,0,4,1.87,1,1,37,3.0,2,6,114184.35
6638,361398579,0,99,0,29,1,0,4,1,1,330,0,4.7,1,31,1.47,1,1,37,1.0,6,1,17214.0
6639,10534063,0,81,1,2,1,2,2,1,1,342,1,5.0,0,2,1.0,1,1,52,2.5,6,8,94.5
6640,145509163,0,97,1,0,1,2,2,1,1,151,5,4.91,0,2,4.31,1,1,36,1.0,7,4,10752.0
6641,145509163,0,97,1,0,1,2,2,1,2,135,5,4.79,0,2,4.94,1,1,34,1.0,7,4,11712.0
6642,360735126,0,99,1,2,1,2,2,1,1,322,5,4.73,1,1,4.74,1,1,29,1.0,4,1,6510.0
6643,15358018,0,99,1,2,1,0,4,1,1,309,2,4.75,1,24,2.36,1,1,40,1.0,4,7,29685.6
6644,13495973,1,84,0,4,0,0,5,2,2,2,0,5.0,0,4,0.08,1,1,39,2.0,2,7,3150.0
6645,265670395,0,85,1,1,0,0,2,1,1,270,1,4.5,0,2,0.24,1,1,44,1.0,2,2,1680.0
6646,195413081,0,100,1,0,1,0,6,2,2,175,5,4.89,1,2,4.74,1,1,25,2.0,3,3,20955.0
6647,29068858,0,76,0,3,0,0,2,1,1,271,0,4.0,0,3,0.27,1,1,13,1.0,3,6,10260.0
6648,104693659,0,100,0,49,1,0,6,3,4,361,1,4.27,1,44,0.96,1,1,31,2.5,4,5,17255.7
6649,310564453,2,91,1,0,0,2,1,1,1,79,0,4.7,0,2,0.95,1,1,33,1.0,2,2,1620.0
6650,37038660,0,80,0,19,1,0,16,5,6,312,1,4.0,0,19,1.0,1,1,48,3.0,5,6,39285.0
6651,193118330,0,100,0,1,0,0,2,1,1,216,0,4.95,1,2,1.72,1,1,14,1.0,1,3,1950.0
6652,62463560,0,99,1,1,1,0,4,1,2,297,3,4.82,1,2,5.69,1,1,47,1.0,8,5,22050.0
6653,37038660,0,80,0,19,1,0,12,5,7,345,1,3.78,0,19,1.87,1,1,40,3.0,5,6,88110.0
6654,365280298,0,99,0,0,0,0,4,1,2,272,5,4.59,1,5,6.72,1,1,54,1.0,2,1,23328.0
6655,243180474,2,56,1,5,0,0,6,2,3,0,0,5.0,0,8,0.7,1,1,19,2.0,2,2,360.0
6656,365280298,0,99,0,0,0,0,8,2,4,278,4,4.57,1,5,4.32,1,1,47,2.0,2,1,16848.0
6657,185864106,0,83,1,1,1,2,2,1,1,80,6,4.82,0,3,7.59,1,1,15,1.0,5,3,7290.0
6658,167212633,0,99,1,3,0,0,4,1,2,361,2,4.78,1,7,2.95,1,1,38,1.0,3,3,43283.7
6659,372838163,3,30,0,1,0,2,2,1,1,352,0,5.0,0,1,0.13,1,0,26,1.0,1,1,525.0
6661,23456149,0,100,1,0,1,0,16,6,11,116,0,4.4,1,2,1.46,1,1,30,3.0,3,7,180172.8
6662,372679477,0,96,0,5,1,0,5,2,4,298,3,4.25,0,2,1.75,1,1,40,2.0,8,1,19800.0
6663,349648290,1,60,0,0,1,0,4,1,2,259,0,5.0,0,4,0.8,1,1,30,1.0,4,1,5580.0
6665,66224640,0,99,1,47,1,0,10,5,6,339,1,4.79,1,36,1.08,1,1,24,2.0,9,5,56179.5
6666,234194182,2,16,0,261,1,0,6,2,3,79,0,4.33,0,11,0.49,1,1,21,2.0,6,2,9585.0
