,id,host_response_time,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,county,essentials,other_amenities,total_bookings,annual_listing_revenue
1564,19347103,1,92,0,1,0,26.01987,-80.11646,0,2,1.0,0,1,28,365,9,4.88,4.92,4.88,5.0,4.88,4.92,4.68,0,2,1,1,46,13.432835820895523,1611.9402985074628
1565,19363633,2,69,0,1,1,26.22978,-80.0919,0,3,1.0,0,2,3,90,1,4.5,5.0,5.0,5.0,5.0,5.0,4.5,0,5,1,1,34,1.492537313432836,350.74626865671644
1566,19386662,1,85,0,1,0,26.00798,-80.11752,0,3,1.0,0,2,2,1125,2,4.51,4.73,4.54,4.73,4.39,4.93,4.7,0,3,1,1,28,2.985074626865672,328.3582089552239
1567,19387166,1,85,0,1,0,26.00898,-80.11697,0,3,1.0,0,2,4,1125,2,4.41,4.74,4.65,4.74,4.45,4.89,4.6,0,3,1,1,25,2.985074626865672,328.3582089552239
1568,19403955,1,56,1,1,0,26.15611,-80.12045,0,4,3.0,3,3,1,90,13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,1,43,19.402985074626866,49885.07462686567
1570,19438167,0,100,0,1,1,26.16052,-80.10037,0,8,4.0,3,7,3,1125,7,4.55,4.55,4.64,5.0,5.0,5.0,4.73,1,71,1,0,27,10.447761194029852,13529.850746268658
1571,19454740,1,54,0,1,1,26.00841,-80.15295,0,4,1.0,2,2,31,1125,1,3.88,3.88,3.5,4.88,4.75,4.25,4.25,0,6,1,1,36,1.492537313432836,164.17910447761196
1573,19457180,1,80,1,1,1,26.13537,-80.11736,0,2,1.0,0,1,58,1125,4,5.0,5.0,4.87,5.0,5.0,5.0,4.93,0,2,1,1,37,5.970149253731344,388.05970149253733
1574,19457339,0,89,0,1,1,25.985937,-80.122787,0,8,3.0,3,5,1,180,31,4.66,4.86,4.4,4.66,4.7,4.92,4.73,1,2,1,1,47,46.26865671641791,16471.641791044774
1576,19467741,1,93,0,1,1,25.98667,-80.11906,0,6,1.5,1,3,1,1125,26,4.63,4.72,4.71,4.58,4.59,4.91,4.75,0,2,1,1,37,38.80597014925373,7373.134328358209
1577,19486865,0,94,1,1,1,26.16197,-80.14138,0,6,2.0,3,3,4,60,8,4.95,5.0,4.98,5.0,5.0,4.76,4.9,0,22,1,1,41,11.940298507462687,5241.79104477612
1578,19501058,0,99,1,1,1,26.01503,-80.15201,0,2,1.0,1,2,3,90,24,4.64,4.76,4.71,4.8,4.85,4.68,4.72,0,7,1,1,49,35.82089552238806,3761.194029850746
1579,19526769,1,54,0,1,1,26.00875,-80.15273,0,4,1.0,2,2,31,1125,1,4.6,4.73,4.67,4.8,4.87,4.8,4.67,0,6,1,1,21,1.492537313432836,171.64179104477614
1580,19527516,0,94,1,1,1,26.14585,-80.12731,0,8,3.0,4,4,4,60,12,4.93,4.96,4.96,4.93,5.0,4.86,4.93,0,22,1,1,40,17.91044776119403,8579.10447761194
1581,19530709,0,100,1,1,1,26.12873,-80.13354,0,4,1.0,2,2,5,28,11,4.98,4.94,4.96,4.98,4.98,4.98,4.81,0,1,1,1,40,16.417910447761194,9029.850746268658
1582,19532733,0,85,1,1,1,26.14553,-80.12348,2,2,1.0,1,1,2,120,22,4.97,4.99,4.99,4.99,4.99,4.96,4.93,0,1,1,1,31,32.83582089552239,2462.686567164179
1583,19553868,0,98,1,1,1,26.18841,-80.09657,0,4,1.0,1,3,4,90,17,4.92,4.95,4.95,4.97,4.96,4.95,4.87,1,5,1,1,39,25.37313432835821,3349.2537313432836
1584,19556365,3,33,0,1,1,26.26606,-80.19583,2,2,1.0,1,1,3,14,1,4.9,4.92,4.9,4.95,4.97,4.9,4.92,0,1,1,1,28,1.492537313432836,59.701492537313435
1587,19581747,0,99,0,1,1,26.02791,-80.11527,0,2,1.0,0,1,3,1125,2,4.5,4.63,4.75,4.75,4.63,4.88,4.25,1,8,1,1,24,2.985074626865672,391.044776119403
1588,19581766,0,99,0,1,1,26.02791,-80.11527,0,4,1.0,1,2,3,1125,1,3.83,4.17,4.17,4.17,4.17,4.17,3.67,1,8,1,1,23,1.492537313432836,256.7164179104478
1589,19581778,0,99,0,1,1,26.02791,-80.11527,0,2,1.0,0,1,3,1125,12,4.86,4.95,4.71,4.9,4.76,4.95,4.86,1,8,1,1,26,17.91044776119403,2059.7014925373132
1590,19587375,0,96,0,1,1,25.98771,-80.11987,0,3,1.0,1,2,3,365,10,4.65,4.76,4.57,4.76,4.52,4.87,4.59,1,152,1,1,37,14.925373134328359,8074.626865671642
1592,19594988,0,100,0,1,1,26.02519,-80.11718,0,2,1.0,0,1,3,180,38,4.84,4.88,4.81,4.92,4.92,4.85,4.68,1,4,1,1,34,56.71641791044776,9585.074626865671
1593,19604843,1,92,1,1,1,26.11819,-80.12274,0,14,7.0,7,9,3,183,13,4.88,4.92,4.82,4.92,4.92,4.94,4.76,0,1,1,1,49,19.402985074626866,87216.41791044777
1594,19626573,0,97,0,1,1,25.9812,-80.14838,0,8,3.0,3,3,3,1125,13,4.89,4.91,4.95,4.94,4.91,4.77,4.84,0,3,1,1,48,19.402985074626866,6500.0
1596,19655234,0,96,0,1,1,25.98781,-80.11832,0,6,2.0,2,4,2,90,1,4.11,4.11,4.44,4.22,4.0,4.78,4.0,0,152,1,1,38,1.492537313432836,1491.044776119403
1597,19655942,2,25,0,1,0,26.29582,-80.08585,0,6,2.0,3,4,3,1125,1,5.0,4.88,4.94,4.82,4.94,4.88,4.94,0,1,1,1,38,1.492537313432836,261.1940298507463
1598,19671528,0,96,0,1,1,25.9875,-80.11884,0,5,2.0,2,3,1,150,2,4.61,4.5,4.5,4.33,4.67,4.78,4.39,0,152,1,1,28,2.985074626865672,5970.149253731343
1599,19679082,0,100,0,1,1,25.98786,-80.11779,0,4,1.0,1,2,1,365,2,4.43,4.86,4.71,4.43,4.86,4.86,4.29,1,49,1,1,34,2.985074626865672,949.2537313432837
1601,19690540,0,97,0,1,1,25.98663,-80.11868,0,6,2.0,2,3,3,365,1,4.25,4.25,4.0,4.75,4.25,5.0,4.5,0,102,1,1,29,1.492537313432836,634.3283582089553
1602,19728561,2,30,0,1,1,25.98482,-80.12256,0,5,2.0,2,3,1,60,2,3.33,3.0,3.0,3.67,3.33,4.67,3.0,0,3,1,1,20,2.985074626865672,725.3731343283582
1604,19736669,1,37,0,1,1,26.22622,-80.15871,0,6,2.0,2,4,3,28,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,7,1,1,34,1.492537313432836,283.5820895522388
1607,19747666,0,94,1,1,1,26.16429,-80.14538,0,4,2.0,2,2,4,92,12,5.0,5.0,4.91,4.97,4.94,4.69,4.94,0,22,1,1,44,17.91044776119403,7611.940298507462
1609,19751489,0,88,0,1,1,26.22104,-80.09111,0,2,1.0,0,2,1,30,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,25,1,1,27,1.492537313432836,234.32835820895525
1610,19752713,0,100,0,1,1,26.14699,-80.1539,0,6,2.0,3,3,2,30,6,4.67,4.83,4.67,4.83,4.83,4.5,4.5,0,1,1,1,45,8.955223880597014,1701.4925373134326
1611,19759392,0,90,1,1,1,26.04105,-80.17207,0,16,5.0,7,16,3,1125,14,4.9,4.9,4.94,4.96,4.96,4.75,4.76,0,24,1,1,48,20.895522388059703,29170.149253731346
1612,19766565,0,84,1,1,1,26.0205,-80.18569,0,8,3.0,4,4,5,1125,22,4.94,4.95,4.91,4.98,4.94,4.87,4.88,0,1,1,1,53,32.83582089552239,9850.746268656716
1613,19776919,0,94,1,1,1,26.31442,-80.07629,0,2,1.0,1,2,3,1125,32,4.89,4.93,4.85,4.98,4.96,4.98,4.91,0,1,1,1,33,47.76119402985075,6686.567164179105
1614,19785181,2,96,0,1,1,26.11247,-80.26476,0,10,3.0,4,7,3,1125,29,4.74,4.84,4.75,4.99,4.86,4.81,4.73,0,1,1,1,41,43.28358208955224,14976.119402985076
1615,19786717,0,94,1,1,1,26.19913,-80.11804,0,6,2.0,3,3,6,60,10,5.0,5.0,4.93,5.0,5.0,4.9,4.97,0,22,1,1,42,14.925373134328359,6880.5970149253735
1616,19790484,0,100,0,1,0,26.21482,-80.09222,0,4,1.0,1,2,26,365,4,4.89,4.89,4.78,4.89,5.0,4.89,4.78,1,1,1,1,18,5.970149253731344,597.0149253731344
1617,19792078,0,100,0,1,1,26.24963,-80.0878,0,8,4.0,4,4,2,1125,11,4.36,4.61,4.57,4.43,4.46,4.68,4.39,1,44,1,1,31,16.417910447761194,6829.850746268657
1618,19811459,0,87,1,1,1,25.98682,-80.11867,0,6,2.0,2,3,2,180,19,5.0,4.95,4.9,4.81,4.9,4.95,4.81,0,1,1,1,61,28.35820895522388,21268.65671641791
1619,19812699,0,100,1,1,1,26.17842,-80.14728,0,2,1.0,1,1,2,28,53,4.86,4.86,4.86,4.97,4.93,4.77,4.84,1,5,1,1,33,79.1044776119403,7356.7164179104475
1620,19824514,0,99,0,1,1,26.20229,-80.11391,0,6,2.0,3,3,2,60,23,4.57,4.75,4.46,4.82,4.55,4.8,4.6,1,1,1,1,33,34.32835820895522,10195.5223880597
1622,19845820,0,88,0,1,1,26.24116,-80.08912,0,2,1.0,0,1,1,30,1,1.0,1.0,5.0,2.0,1.0,1.0,1.0,0,25,1,1,23,1.492537313432836,208.95522388059703
1623,19846591,0,88,0,1,1,26.24124,-80.08806,0,2,1.0,0,2,1,30,1,4.18,3.64,4.18,4.18,4.09,5.0,4.27,0,25,1,1,28,1.492537313432836,217.91044776119404
1624,19848744,0,95,1,1,1,26.15219,-80.32977,2,2,1.0,1,1,1,1125,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,5,1,1,27,2.985074626865672,373.13432835820896
1625,19854322,0,100,1,1,1,26.15318,-80.13962,0,2,1.0,1,1,1,365,37,4.89,4.9,4.86,4.93,4.89,4.9,4.78,1,5,1,1,63,55.223880597014926,7013.432835820896
1627,19913974,0,97,0,1,1,25.98594,-80.12279,0,6,2.0,2,3,2,1125,23,4.67,4.75,4.43,4.72,4.89,4.87,4.64,0,2,1,1,36,34.32835820895522,13971.641791044776
1628,19926982,0,88,0,1,1,26.22717,-80.15776,0,6,2.0,2,4,1,30,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,25,1,1,39,1.492537313432836,349.2537313432836
1629,19947076,1,88,0,1,1,25.98665,-80.11927,0,2,1.0,1,1,3,90,40,4.66,4.78,4.43,4.71,4.73,4.92,4.72,0,3,1,1,28,59.701492537313435,14507.462686567165
1631,19953573,0,100,1,1,1,26.28116,-80.09966,0,10,2.0,4,4,4,1125,34,4.93,4.95,4.85,4.99,4.97,4.79,4.89,1,1,1,1,50,50.74626865671642,12077.611940298508
1632,19968279,0,88,0,1,1,26.24283,-80.0882,0,2,1.0,0,2,1,30,1,4.67,4.67,4.67,3.67,4.0,5.0,5.0,0,25,1,1,38,1.492537313432836,217.91044776119404
1633,19994449,0,100,0,1,1,26.12812,-80.10425,0,7,2.0,2,4,2,365,5,4.56,4.94,4.56,4.56,4.75,5.0,4.88,1,23,1,1,42,7.462686567164179,4477.611940298508
1634,20015780,0,100,1,1,1,25.98891,-80.11737,0,4,1.0,1,3,3,1125,27,4.79,4.92,4.72,4.77,4.74,4.89,4.72,1,2,1,1,55,40.298507462686565,5520.895522388059
1635,20024324,0,97,0,1,1,25.98555,-80.12247,0,6,2.0,2,3,2,1125,9,4.54,4.79,4.58,4.58,4.58,4.96,4.63,1,102,1,1,34,13.432835820895523,5802.985074626866
1637,20052163,0,100,0,1,0,25.98842,-80.19582,0,4,1.0,2,2,4,14,7,4.25,4.52,4.0,4.79,4.68,4.48,4.41,1,2,1,1,24,10.447761194029852,992.5373134328358
1638,20055161,0,88,0,1,1,26.24121,-80.08802,0,2,1.0,0,2,1,30,1,4.9,4.1,4.9,4.56,4.9,4.89,5.0,0,25,1,1,38,1.492537313432836,229.85074626865674
1639,20055808,0,97,0,1,1,26.17479,-80.13461,0,2,1.0,0,1,1,1125,9,4.61,4.74,4.78,4.83,4.83,4.57,4.61,0,8,1,1,35,13.432835820895523,1343.2835820895523
1640,20065124,0,89,0,1,1,26.0184,-80.16502,0,8,2.0,3,4,4,1125,27,4.63,4.57,4.6,4.93,4.57,4.67,4.53,0,1,1,1,57,40.298507462686565,21479.104477611938
1641,20066254,2,44,0,1,1,25.97691,-80.1207,0,6,3.0,3,3,30,180,1,4.17,4.33,4.17,4.33,4.83,5.0,4.17,0,11,1,1,29,1.492537313432836,298.5074626865672
1643,20068014,0,81,1,1,1,26.31858,-80.14635,0,5,2.0,2,3,30,180,3,4.82,4.65,4.76,5.0,4.94,5.0,4.88,0,7,1,1,36,4.477611940298507,671.641791044776
1644,20087155,0,100,1,1,1,26.18553,-80.101,0,4,1.0,1,3,7,90,7,4.96,5.0,4.96,5.0,5.0,4.92,4.72,0,1,1,1,66,10.447761194029852,4126.865671641792
1645,20120020,1,40,1,1,1,26.06557,-80.17817,0,4,1.0,2,2,6,28,2,4.82,4.73,5.0,4.82,4.86,4.77,4.82,0,5,1,1,36,2.985074626865672,361.1940298507463
1646,20125835,0,98,1,1,1,26.00625,-80.1425,0,2,1.0,1,1,2,1125,46,4.83,4.89,4.91,4.95,4.95,4.71,4.75,1,12,1,1,25,68.65671641791045,8856.716417910447
1647,20140050,0,99,0,1,1,25.99925,-80.14924,3,1,2.0,1,1,1,33,10,4.51,4.6,4.31,4.79,4.76,4.63,4.6,1,12,1,1,17,14.925373134328359,522.3880597014926
1648,20154113,0,88,0,1,1,26.24185,-80.08902,0,2,1.0,0,2,1,30,1,3.8,3.4,3.8,2.6,4.0,5.0,4.4,0,25,1,1,37,1.492537313432836,229.85074626865674
1649,20154965,2,0,0,1,0,25.99073,-80.24767,2,1,1.0,1,1,3,1125,1,3.75,3.75,4.75,4.0,4.75,4.75,5.0,0,2,1,1,7,1.492537313432836,64.17910447761194
1650,20155405,1,50,0,1,1,25.98382,-80.11786,0,7,3.0,3,4,25,1125,2,4.33,4.33,4.33,4.83,4.67,4.83,4.67,0,1,1,1,38,2.985074626865672,820.8955223880597
1651,20156174,0,75,1,1,0,26.14297,-80.26818,2,2,1.0,1,1,2,99,5,4.87,4.87,4.53,5.0,5.0,4.73,4.73,0,1,1,1,27,7.462686567164179,470.1492537313433
1652,20164012,0,100,1,1,1,26.15651,-80.13972,0,3,1.0,1,2,4,1125,28,4.97,4.97,4.94,4.99,4.98,4.96,4.91,1,3,1,1,50,41.791044776119406,5098.507462686568
1653,20171762,0,88,0,1,1,26.22578,-80.15816,0,4,1.0,1,2,1,30,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,25,1,1,38,1.492537313432836,250.74626865671644
1654,20176505,0,88,0,1,1,26.22584,-80.15933,0,6,2.0,2,4,1,30,1,5.0,5.0,5.0,4.4,4.8,5.0,5.0,0,25,1,1,38,1.492537313432836,304.4776119402985
1655,20194116,0,88,0,1,1,26.22709,-80.15798,0,4,1.0,1,2,1,30,1,5.0,5.0,5.0,4.67,5.0,5.0,5.0,0,25,1,1,39,1.492537313432836,291.044776119403
1656,20216083,0,99,1,1,1,26.20447,-80.12982,0,3,1.0,0,2,2,30,64,4.77,4.86,4.91,4.94,4.92,4.74,4.78,0,1,1,1,39,95.5223880597015,7164.179104477613
1657,20277551,0,88,0,1,1,26.24154,-80.08944,0,2,1.0,0,2,1,30,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,25,1,1,35,1.492537313432836,229.85074626865674
1658,20292790,0,100,0,1,1,26.1473,-80.2444,0,2,1.5,1,1,3,1125,39,4.77,4.89,4.86,4.9,4.94,4.8,4.73,1,1,1,1,54,58.208955223880594,5529.850746268657
1659,20302882,0,88,0,1,1,26.22622,-80.15871,0,6,2.0,2,4,1,30,1,4.75,4.75,4.63,4.38,5.0,4.75,4.75,0,25,1,1,36,1.492537313432836,349.2537313432836
1660,20308525,0,95,0,1,1,26.13582,-80.12006,0,2,1.0,1,1,5,120,9,4.75,4.81,4.74,4.92,4.92,4.89,4.74,0,17,1,1,37,13.432835820895523,1558.2089552238806
1662,20382043,0,100,1,1,0,26.06246,-80.20136,0,10,2.0,3,5,5,90,25,4.96,4.9,4.87,4.99,4.97,4.81,4.82,1,6,1,1,50,37.3134328358209,19141.79104477612
1663,20389788,3,95,0,1,0,26.10859,-80.19354,0,6,2.0,3,3,2,1125,13,4.58,4.7,4.48,4.68,4.78,4.64,4.57,0,1,1,1,39,19.402985074626866,5122.388059701492
1664,20391834,0,100,0,1,1,25.98946,-80.1179,0,5,1.5,2,3,1,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,49,1,0,42,1.492537313432836,577.6119402985075
1665,20392301,0,100,1,1,1,25.97788,-80.15431,0,4,1.0,1,1,1,1125,38,4.75,4.76,4.84,4.94,4.98,4.82,4.7,1,7,1,1,31,56.71641791044776,7146.268656716417
1666,20395152,0,98,0,1,0,26.23179,-80.1009,0,2,1.0,1,1,1,29,6,4.52,4.72,4.62,4.66,4.66,4.76,4.69,1,6,1,1,25,8.955223880597014,1092.5373134328356
1667,20404249,0,100,0,1,1,26.15608,-80.12136,0,6,2.0,3,3,5,1125,17,4.8,4.7,4.65,4.7,4.8,4.65,4.85,1,71,1,0,29,25.37313432835821,8094.0298507462685
1668,20405516,2,50,0,1,1,25.99285,-80.11846,0,2,1.0,0,2,30,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,1,23,1.492537313432836,97.01492537313433
1669,20427919,3,74,0,1,1,26.03108,-80.16583,0,5,2.0,2,2,1,1125,1,4.61,4.54,4.64,4.75,4.54,4.71,4.5,0,5,1,1,48,1.492537313432836,246.26865671641792
1671,20433606,0,100,1,1,1,26.02962,-80.1621,0,9,2.0,3,5,3,29,54,4.98,4.97,4.98,4.99,5.0,4.85,4.94,1,1,1,1,43,80.59701492537313,27886.567164179105
1672,20440010,0,100,0,1,1,25.9887,-80.11911,0,4,1.0,1,3,2,1125,36,4.52,4.54,4.6,4.06,4.54,4.91,4.56,1,1,1,1,44,53.73134328358209,10047.761194029852
1673,20455583,0,100,0,1,1,26.12065,-80.16329,2,2,1.0,1,1,1,1124,144,4.84,4.85,4.91,4.91,4.91,4.86,4.86,1,5,1,1,41,214.92537313432837,17194.02985074627
1674,20460704,0,96,1,1,1,26.136,-80.12207,0,6,1.0,2,3,30,120,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,1,36,1.492537313432836,186.56716417910448
1675,20477713,0,99,0,1,1,26.01018,-80.11786,0,2,1.0,1,1,2,60,33,4.65,4.75,4.55,4.86,4.85,4.91,4.72,0,3,1,1,33,49.25373134328358,6255.223880597015
1676,20484565,0,97,0,1,1,25.98594,-80.12279,0,6,2.0,2,3,2,1125,25,4.46,4.59,4.36,4.81,4.77,4.73,4.56,0,2,1,1,46,37.3134328358209,11156.716417910447
1677,20492491,0,100,0,1,1,26.14276,-80.11694,0,16,10.0,8,15,1,1125,4,4.9,4.8,4.8,4.9,4.85,4.95,4.85,0,1,1,1,51,5.970149253731344,18626.865671641794
1678,20494630,0,95,0,1,1,26.13547,-80.12033,0,2,1.0,1,1,5,120,9,4.47,4.73,4.54,4.75,4.85,4.8,4.53,0,17,1,1,46,13.432835820895523,1625.3731343283582
1679,20494944,0,92,0,1,1,26.15939,-80.1013,0,4,2.0,2,4,3,1125,11,4.98,4.92,4.94,4.96,4.98,4.94,4.72,0,2,1,1,67,16.417910447761194,9900.0
1680,20506600,0,99,0,1,1,25.98723,-80.12686,0,6,1.0,2,3,3,1125,18,4.73,4.78,4.77,4.98,5.0,4.69,4.71,0,2,1,1,36,26.865671641791046,4808.955223880597
1681,20516138,0,99,0,1,0,26.10522,-80.1376,0,4,1.0,2,2,2,1125,41,4.72,4.85,4.75,4.92,4.91,4.76,4.82,1,1,1,1,26,61.19402985074627,5997.014925373134
1683,20521967,0,100,1,1,0,26.30437,-80.07701,0,3,1.0,1,1,3,60,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,5,1,1,18,1.492537313432836,313.43283582089555
1684,20522174,2,81,1,1,1,26.01569,-80.15168,0,5,1.0,2,2,1,1125,33,4.87,4.94,4.81,4.91,4.92,4.7,4.87,0,2,1,1,29,49.25373134328358,3595.5223880597014
1685,20532805,0,67,0,1,1,26.02477,-80.11607,0,2,1.0,1,1,4,1125,7,4.33,4.49,3.87,4.9,4.74,4.82,4.36,0,1,1,1,25,10.447761194029852,992.5373134328358
1686,20541128,0,100,0,1,1,26.02216,-80.39627,2,4,1.0,2,3,2,1125,2,4.98,4.94,5.0,5.0,5.0,4.98,4.99,1,2,1,1,23,2.985074626865672,238.80597014925374
1687,20549220,0,88,0,1,1,26.24254,-80.08924,0,5,2.0,2,4,1,30,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,25,1,1,38,1.492537313432836,340.2985074626866
1688,20558095,0,100,1,1,1,26.20857,-80.18481,0,6,2.0,3,4,3,1125,33,4.85,4.87,4.86,4.95,4.93,4.69,4.78,1,1,1,1,43,49.25373134328358,16894.02985074627
1690,20572953,0,100,1,1,0,26.25884,-80.0844,0,6,2.0,3,6,3,1125,11,4.9,4.86,4.62,4.95,4.9,4.95,4.76,1,4,1,1,23,16.417910447761194,5335.820895522388
1691,20585202,2,0,0,1,1,26.27761,-80.20832,2,2,1.5,2,2,1,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,1,14,1.492537313432836,67.16417910447761
1693,20593300,0,91,1,1,0,26.01571,-80.22077,2,2,1.0,1,1,3,1125,14,4.88,4.88,4.85,4.96,4.94,4.82,4.91,0,1,1,1,30,20.895522388059703,1295.5223880597016
1694,20632713,0,100,1,1,0,26.30437,-80.07701,0,3,1.0,1,1,3,30,3,5.0,4.67,5.0,5.0,5.0,5.0,4.67,1,5,1,1,15,4.477611940298507,940.2985074626865
1695,20633828,0,100,0,1,1,26.12065,-80.16329,2,2,1.0,1,2,2,14,113,4.79,4.85,4.89,4.91,4.91,4.84,4.83,1,5,1,1,22,168.65671641791045,10119.402985074626
1696,20635732,1,54,0,1,1,26.21622,-80.09595,0,10,4.0,4,8,3,365,3,3.8,3.8,3.2,4.8,4.8,4.4,3.2,0,8,1,1,38,4.477611940298507,4379.10447761194
1697,20636641,2,74,0,1,1,26.14185,-80.14236,0,4,1.0,2,2,4,90,44,4.79,4.79,4.58,4.96,4.96,4.78,4.78,0,1,1,1,30,65.67164179104478,10507.462686567163
1698,20639093,0,94,1,1,1,26.004873,-80.124519,0,10,2.0,5,7,4,365,9,4.87,4.89,4.87,4.98,4.91,4.93,4.87,0,35,1,1,53,13.432835820895523,12841.79104477612
1699,20640501,0,98,1,1,1,26.01979,-80.1895,0,3,1.0,1,1,2,1125,11,4.95,4.87,4.99,4.98,4.98,4.86,4.9,1,4,1,1,34,16.417910447761194,1149.2537313432836
1700,20652141,0,100,1,1,0,26.30437,-80.07701,0,2,1.0,1,1,3,30,8,5.0,5.0,5.0,4.56,4.44,4.89,4.89,1,5,1,1,25,11.940298507462687,2507.4626865671644
1701,20662928,1,80,1,1,1,25.98789,-80.11761,0,6,3.0,3,3,7,1125,1,5.0,5.0,4.5,4.5,5.0,5.0,4.5,0,1,1,1,44,1.492537313432836,1492.5373134328358
1702,20695330,0,78,0,1,1,26.22622,-80.15871,0,4,1.0,1,2,1,1125,1,4.0,1.0,5.0,1.0,5.0,5.0,5.0,0,56,1,1,38,1.492537313432836,282.089552238806
1704,20696029,0,78,0,1,1,26.22622,-80.15871,0,6,2.0,2,4,1,1125,1,4.67,5.0,4.67,3.67,5.0,5.0,4.67,0,56,1,1,38,1.492537313432836,359.70149253731347
1706,20727451,0,100,0,1,1,26.31652,-80.07617,0,4,1.0,1,2,4,1125,6,5.0,4.9,5.0,5.0,4.8,4.9,4.9,1,71,1,0,25,8.955223880597014,1155.2238805970148
1707,20739473,0,97,0,1,1,25.98673,-80.11872,0,6,2.0,2,3,3,365,4,4.44,4.78,4.0,4.33,4.89,4.78,4.11,0,102,1,1,21,5.970149253731344,3916.4179104477616
1708,20740931,0,97,0,1,1,25.98673,-80.11872,0,6,2.0,2,3,2,365,1,4.67,4.67,4.67,3.83,4.0,4.83,4.67,0,102,1,1,19,1.492537313432836,829.8507462686567
1709,20741163,2,21,0,1,1,26.22913,-80.08974,2,2,1.0,1,2,2,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,1,1,27,1.492537313432836,226.86567164179107
1710,20748836,0,97,0,1,1,25.98673,-80.11872,0,6,2.0,2,3,3,365,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,102,1,1,27,2.985074626865672,1779.1044776119404
1711,20750608,0,99,1,1,1,26.14288,-80.12692,0,14,3.0,5,10,3,28,16,4.93,4.9,4.94,5.0,5.0,4.83,4.88,0,6,1,1,58,23.880597014925375,13349.253731343284
1712,20756012,0,92,1,1,1,26.16485,-80.14583,0,6,2.0,2,3,4,1124,44,4.98,4.99,4.97,4.99,4.99,4.89,4.96,0,5,1,1,37,65.67164179104478,19701.492537313432
1713,20768548,2,87,1,1,0,26.24988,-80.08789,0,4,1.0,1,1,7,31,5,5.0,5.0,5.0,5.0,4.89,4.89,4.89,0,5,1,1,15,7.462686567164179,746.2686567164179
1714,20768742,2,87,1,1,0,26.24859,-80.08775,0,4,1.0,1,1,7,1125,5,4.8,5.0,5.0,5.0,5.0,5.0,5.0,0,5,1,1,14,7.462686567164179,746.2686567164179
1715,20769639,2,87,1,1,0,26.24878,-80.08768,0,4,1.0,1,1,7,90,12,4.95,4.95,4.8,5.0,4.85,4.95,4.85,0,5,1,1,14,17.91044776119403,1791.0447761194027
1716,20769715,2,87,1,1,0,26.24972,-80.08743,0,4,2.0,1,1,7,1125,5,4.92,4.92,5.0,5.0,5.0,5.0,5.0,0,5,1,1,14,7.462686567164179,746.2686567164179
1717,20775313,1,100,1,1,1,25.99764,-80.11966,0,4,2.0,2,3,21,97,7,4.88,5.0,4.88,5.0,5.0,5.0,5.0,1,1,1,1,55,10.447761194029852,1441.7910447761196
1718,20783321,0,99,0,1,1,26.12944,-80.10445,0,4,1.0,0,2,1,90,24,4.82,4.8,4.72,4.84,4.84,4.93,4.82,1,5,1,1,30,35.82089552238806,10925.373134328358
1719,20787498,0,96,0,1,1,25.98762,-80.11763,0,6,2.0,2,3,3,365,7,4.57,4.64,4.71,4.21,4.5,4.71,4.57,1,152,1,1,28,10.447761194029852,5777.611940298508
1720,20814341,0,98,0,1,1,25.986731,-80.118721,0,6,2.0,2,4,2,1125,35,4.66,4.77,4.48,4.71,4.73,4.87,4.65,1,3,1,1,38,52.23880597014925,20007.462686567163
1721,20831951,0,25,0,1,1,26.22757,-80.12318,0,2,1.0,1,1,1,1125,1,3.0,3.0,4.25,4.5,3.75,4.5,3.0,0,1,1,1,27,1.492537313432836,89.55223880597015
1722,20895374,1,99,1,1,1,26.30271,-80.07685,0,6,2.0,2,5,14,60,4,5.0,4.95,5.0,4.95,4.95,5.0,4.95,1,5,1,1,32,5.970149253731344,2441.7910447761196
1723,20917000,0,98,1,1,1,26.14128,-80.14287,2,1,1.0,1,1,2,7,28,4.91,4.91,4.96,4.96,4.94,4.82,4.84,1,2,1,1,19,41.791044776119406,2423.8805970149256
1724,20917053,0,98,1,1,1,26.14153,-80.14398,2,1,1.0,1,1,1,7,24,4.94,4.9,4.91,4.89,4.95,4.8,4.87,1,2,1,1,12,35.82089552238806,2113.4328358208954
